@relation 'NSL-KDD-completo-weka.filters.unsupervised.attribute.Remove-V-R4-6,12,26,29-30,37,42'

@attribute flag {SF,S0,REJ,RSTR,SH,RSTO,S1,RSTOS0,S3,S2,OTH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute logged_in numeric
@attribute srv_serror_rate numeric
@attribute same_srv_rate numeric
@attribute diff_srv_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute classe {normal,ataque}

@data
SF,308,11283,1,0,1,0,0.02,normal
SF,45,114,0,0,1,0,0,normal
REJ,0,0,0,0,0.08,0.05,0,ataque
SF,252,893,1,0.33,1,0,0.05,normal
SF,44,128,0,0,1,0,0,normal
SF,8,0,0,0,1,0,0.5,ataque
S0,0,0,0,1,0.03,0.06,0,ataque
S1,139,21900,1,1,1,0,0,normal
SF,1445,487,1,0,1,0,0.01,normal
SF,297,753,1,0,1,0,0,normal
SF,440,3001,1,0,1,0,0,normal
SF,316,4861,1,0,1,0,0.02,normal
SF,206,188,1,0,1,0,0,normal
S0,0,0,0,1,0.08,0.04,0,ataque
SF,218,410,1,0,1,0,0.04,normal
SF,300,1556,1,0,1,0,0.02,normal
REJ,0,0,0,0,1,0,1,ataque
SF,287,690,1,0,1,0,0,normal
SF,287,185,1,0,1,0,0,normal
SF,299,1075,1,0,1,0,0,normal
SF,1363,0,1,0,0.05,0.32,0,normal
REJ,0,0,0,0,0.1,0.07,0,ataque
S0,0,0,0,1,0.12,0.09,0,ataque
REJ,0,0,0,0,0,1,0,ataque
SF,211,367,1,0,1,0,0,normal
SF,1149,322,1,0,1,0,0,normal
SF,201,6143,1,0,1,0,0.05,normal
REJ,0,0,0,0,0,1,0,ataque
SF,48,48,0,0,0.33,0.67,0,normal
SF,105,146,0,0,1,0,0,normal
SF,276,0,1,0,1,0,0.07,normal
SF,340,294,1,0,1,0,0.02,normal
S0,0,0,0,1,0.24,0.12,0,ataque
S0,0,0,0,1,0.05,0.07,0,ataque
S0,0,0,0,1,0.08,0.04,0,ataque
SF,239,668,1,0,1,0,0,normal
S0,0,0,0,1,0.05,0.07,0,ataque
REJ,0,0,0,0,0,1,0,ataque
S0,0,0,0,1,0.04,0.06,0,ataque
S0,0,0,0,1,0.04,0.06,0,ataque
S0,0,0,0,1,0.2,0.08,0.22,ataque
S0,0,0,0,1,0.04,0.06,0,ataque
S0,0,0,0,1,0.24,0.05,0,ataque
REJ,0,0,0,0,0.08,0.07,0,ataque
SF,46,75,0,0,1,0,0,normal
S0,0,0,0,1,0.05,0.06,0,ataque
REJ,0,0,0,0,0.06,0.06,0,ataque
SF,520,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.03,0.07,0,ataque
SF,197,2142,1,0,1,0,0.05,normal
S0,0,0,0,1,0.11,0.06,0,ataque
SF,331,8415,1,0,1,0,0.03,normal
S0,0,0,0,1,0.02,0.07,0,ataque
SF,8,0,0,0,1,0,0.5,ataque
S0,0,0,0,1,0.05,0.09,0,ataque
SF,1,0,0,0,1,0,0,ataque
SF,45,83,0,0,1,0,0,normal
S0,0,0,0,1,0.06,0.06,0,ataque
S0,0,0,0,1,0.06,0.18,0,ataque
S0,0,0,0,1,0.09,0.05,0,ataque
SF,0,482,0,0,1,0,0.03,normal
SF,88,0,0,0,1,0,0,normal
REJ,0,0,0,0,0.01,0.08,0,ataque
SF,11,0,1,0,1,0,0.07,normal
S0,0,0,0,1,0.02,0.07,0,ataque
SF,203,2585,1,0,1,0,0.03,normal
SF,229,1221,1,0,1,0,0.06,normal
RSTR,1,0,0,0,1,0,0,ataque
REJ,0,0,0,0,0.04,0.07,0,ataque
REJ,0,0,0,0,1,0,0.14,normal
S0,0,0,0,1,0.01,0.07,0,ataque
REJ,0,0,0,0,1,0,0.17,normal
S0,0,0,0,1,0.03,0.05,0,ataque
S0,0,0,0,1,0.03,0.08,0,ataque
SF,34,34,0,0,1,0,0,normal
SF,8,0,0,0,1,0,0.5,ataque
SF,216,3750,1,0,1,0,0.01,normal
REJ,0,0,0,0,0.03,0.08,0,ataque
SF,330,1935,1,0,1,0,0.02,normal
S0,0,0,0,1,0,0.06,0,ataque
S0,0,0,0,1,0.01,0.06,0,ataque
SF,1215,340,1,0,1,0,0.01,normal
SF,229,564,1,0,1,0,0,normal
S0,0,0,0,1,0.08,0.05,0,ataque
S0,0,0,0,1,0.1,0.07,0,ataque
SF,520,0,0,0,1,0,0,ataque
RSTO,0,0,0,0,0.02,0.07,0,ataque
SF,213,6944,1,0,1,0,0.03,normal
RSTO,0,0,0,0,0.05,0.08,0,ataque
SF,1032,0,0,0,1,0,0,ataque
SF,262,310,1,0.13,1,0,0,normal
SF,54540,8314,1,0,1,0,0,ataque
S0,0,0,0,1,0.04,0.07,0,ataque
SF,147,105,0,0,1,0,0,normal
SF,44,126,0,0,1,0,0.01,normal
SF,319,25393,1,0,1,0,0.04,normal
S0,0,0,0,1,0.12,0.06,0,ataque
S0,0,0,0,1,0.19,0.06,0,ataque
SF,933,333,1,0,1,0,0.02,normal
SF,161,4819,1,0,1,0,0,normal
SF,1024,2201,1,0,1,0,0,ataque
S0,0,0,0,1,0.17,0.05,0,ataque
S0,0,0,0,1,0.05,0.06,0,ataque
SF,1075,337,1,0,1,0,0.01,normal
REJ,0,0,0,0,0,1,0,ataque
SF,1322,516,1,0,1,0,0.01,normal
SF,1239,2451,1,0,1,0,0,ataque
SF,295,2483,1,0,1,0,0,normal
SF,239,12245,1,0,1,0,0,normal
SF,840,336,1,0,1,0,0.01,normal
SF,45,111,0,0,1,0,0,normal
SF,214,750,1,0,1,0,0,normal
SF,250,413,1,0,1,0,0,normal
SF,306,370,1,0,1,0,0,normal
S0,0,0,0,1,0.04,0.05,0,ataque
SF,170,1091,1,0,1,0,0.07,normal
S0,0,0,0,1,0.11,0.05,0,ataque
SF,330,1083,1,0,1,0,0,normal
SF,308,3307,1,0,1,0,0.01,normal
S0,0,0,0,1,0.04,0.06,0,ataque
S0,0,0,0,1,0.18,0.07,0,ataque
SF,44,70,0,0,1,0,0,normal
SF,54540,8314,1,0,1,0,0,ataque
S0,0,0,0,1,0.13,0.06,0,ataque
SF,73,29,0,0,1,0,0,normal
S0,0,0,0,1,0.08,0.05,0,ataque
S0,0,0,0,0.85,1,0,0.01,ataque
SF,48,48,0,0,1,0,0,normal
SF,314,4519,1,0,1,0,0.03,normal
SF,243,821,1,0,1,0,0,normal
SF,664,139645,1,0,1,0,0,normal
SF,8,0,0,0,1,0,0.26,ataque
SF,274,403,1,0,1,0,0.02,normal
SF,334,0,1,0,1,0,0.46,ataque
SF,520,0,0,0,1,0,0,ataque
SF,147,105,0,0,1,0,0,normal
S0,0,0,0,1,0.12,0.06,0,ataque
SF,304,1172,1,0,1,0,0.03,normal
SF,238,2698,1,0,1,0,0,normal
SF,334,0,1,0,1,0,0.2,ataque
SF,241,776,1,0,1,0,0,normal
SF,211,528,1,0,1,0,0.01,normal
SF,491,0,0,0,1,0,0.04,normal
SF,315,392,1,0.02,1,0,0,normal
SF,250,8435,1,0,1,0,0,normal
SF,238,13279,1,0,1,0,0.01,normal
SF,54540,8314,1,0,1,0,0,ataque
SF,161,28482,1,0,1,0,0.04,normal
REJ,0,0,0,0,0.03,0.06,0,ataque
S0,0,0,0,1,0.03,0.06,0,ataque
SF,44,128,0,0,1,0,0,normal
S0,0,0,0,1,0.05,0.06,0,ataque
SF,231,3325,1,0,1,0,0.05,normal
SF,331,10392,1,0,1,0,0.03,normal
SF,826,337,1,0,1,0,0.01,normal
SF,44,129,0,0,1,0,0,normal
SF,18,0,0,0,1,0,1,ataque
SF,30,0,0,0,0.5,1,0,normal
SF,317,2121,1,0,1,0,0,normal
SF,326,1054,1,0,1,0,0,normal
SF,328,2169,1,0.2,1,0,0.02,normal
SF,1398,409,1,0,1,0,0,normal
S0,0,0,0,1,0.07,0.06,0,ataque
SF,8,0,0,0,1,0,0.5,ataque
SF,206,622,1,0,1,0,0,normal
REJ,0,0,0,0,0,1,0,ataque
SF,256,412,1,0,1,0,0,normal
SF,206,511,1,0,1,0,0,normal
SF,254,274,1,0,1,0,0,normal
S0,0,0,0,1,0.02,0.07,0,ataque
SF,7,0,0,0,1,0,0.22,normal
S0,0,0,0,1,0.07,0.06,0,ataque
SF,1,0,0,0,1,0,0,ataque
REJ,0,0,0,0,0.02,0.08,0,ataque
SF,44,128,0,0,0.99,0.01,0,normal
RSTO,0,0,0,0,0.07,0.07,0,ataque
SF,30,0,0,0,1,0,0,normal
S0,0,0,0,1,0.11,0.05,0,ataque
S0,0,0,0,1,0.13,0.05,0,ataque
REJ,0,0,0,0,0.07,0.07,0,ataque
SF,208,2586,1,0,1,0,0,normal
S0,0,0,0,1,0.05,0.07,0,ataque
S0,0,0,0,1,0.03,0.06,0,ataque
S0,0,0,0,1,0.05,0.06,0,ataque
SF,1218,384,1,0,1,0,0,normal
SF,297,406,1,0,1,0,0,normal
SF,1989,330,1,0,1,0,0.02,normal
REJ,0,0,0,0,0.08,0.08,0,ataque
SF,297,6007,1,0,1,0,0.02,normal
SF,229,29415,1,0,1,0,0.03,normal
SH,0,0,0,1,1,0,0,ataque
SF,317,4894,1,0,1,0,0,normal
SF,217,778,1,0,1,0,0.02,normal
SF,171,9330,1,0,1,0,0.03,normal
SF,279,14143,1,0,1,0,0.02,normal
S0,0,0,0,1,0.07,0.05,0,ataque
SF,175,1070,1,0,1,0,0.04,normal
S0,0,0,0,1,1,0,0,ataque
REJ,0,0,0,0,0.07,0.07,0,ataque
REJ,0,0,0,0,1,0,1,ataque
S0,0,0,0,1,0.06,0.08,0,ataque
SF,207,2561,1,0,1,0,0.01,normal
S0,0,0,0,1,0.12,0.05,0,ataque
SF,43,146,0,0,1,0,0,normal
SF,40,28,0,0,0.5,1,0,ataque
SF,334,0,1,0,1,0,0.36,ataque
SF,8,0,0,0,1,0,0.25,ataque
REJ,0,0,0,0,0.06,0.07,0,ataque
SF,250760,364,1,0,1,0,0.03,normal
S0,0,0,0,1,0.35,0.15,0,ataque
S0,0,0,0,1,0.04,0.06,0,ataque
SF,9418,331,1,0,1,0,0.02,normal
SF,152,1078,1,0,1,0,0.01,normal
SF,208,1227,1,0,1,0,0,normal
SF,8,0,0,0,1,0,0.5,ataque
SF,308,370,1,0,1,0,0.02,normal
S0,0,0,0,1,0.02,0.07,0,ataque
SF,8,0,0,0,1,0,0.5,ataque
SF,231,3898,1,0,1,0,0.12,normal
SF,220,470,1,0,1,0,0.02,normal
SF,206,1119,1,0,1,0,0.04,normal
REJ,0,0,0,0,0.03,0.07,0,ataque
S0,0,0,0,1,0.03,0.05,0,ataque
S0,0,0,0,1,0.14,0.06,0,ataque
SF,266,2725,1,0,1,0,0.02,normal
S0,0,0,0,1,0.07,0.06,0,ataque
SF,44,130,0,0,1,0,0.01,normal
SF,301,1810,1,0,1,0,0,normal
SF,35195,0,1,0,1,0,0.04,normal
SF,59,0,1,0,0.06,0.19,0,normal
REJ,0,0,0,0,1,0,0,normal
RSTR,0,0,0,0,1,0,0,ataque
SF,42,71,0,0,1,0.01,0,normal
SF,320,261,1,0,1,0,0.02,normal
SF,212,741,1,0,1,0,0.06,normal
SF,320,3533,1,0,1,0,0.04,normal
S0,0,0,0,1,0.02,0.06,0,ataque
SF,1830,0,1,0,1,0,0.03,normal
SF,304,11094,1,0,1,0,0.05,normal
SF,207,3452,1,0,1,0,0,normal
S0,0,0,0,1,0.13,0.05,0,ataque
SF,147,105,0,0,1,0,0,normal
REJ,0,0,0,0,1,0,1,ataque
SF,1,26,0,0,0.52,0.11,0,ataque
REJ,0,0,0,0,0.08,0.07,0,ataque
SF,3266,330,1,0,0.33,0.67,0,normal
REJ,0,0,0,0,0,1,0,ataque
SF,223,3882,1,0,1,0,0.04,normal
SF,95,0,1,0,1,0,0,normal
SF,8,0,0,0,1,0,0.53,ataque
S0,0,0,0,1,0.03,0.07,0,ataque
SF,357,2197,1,0,1,0,0.07,normal
S0,0,0,0,1,0.25,0.06,0,ataque
SF,10272,0,0,0,1,0,0,normal
S0,0,0,0,1,0.01,0.08,0,ataque
S0,0,0,0,1,0.02,0.07,0,ataque
SF,180,10399,1,0,1,0,0,normal
S0,0,0,0,1,0.03,0.05,0,ataque
REJ,0,0,0,0,0.05,0.06,0,ataque
SF,43,43,0,0,1,0,0,normal
SF,18,0,0,0,1,0,1,ataque
SF,295,189,1,0.04,1,0,0,normal
S0,0,0,0,1,0.05,0.06,0,ataque
S0,0,0,0,1,0.04,0.06,0,ataque
SF,1697,325,1,0,1,0,0.01,normal
S0,0,0,0,1,0.09,0.08,0,ataque
SF,1255,316,1,0,0.5,1,0.02,normal
SF,1032,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.07,0.04,0,ataque
SF,43,125,0,0,0.97,0.04,0,normal
SF,298,836,1,0,1,0,0,normal
SF,164,38237,1,0,1,0,0,normal
S0,0,0,0,1,0.04,0.06,0,ataque
SF,383,0,1,0,1,0,0.08,normal
SF,201,2685,1,0.05,1,0,0.02,normal
REJ,0,0,0,0,0.03,0.06,0,ataque
S0,0,0,0,1,0.07,0.06,0,ataque
S0,0,0,0,1,0.05,0.08,0,ataque
SF,850,330,1,0,1,0,0.01,normal
S0,0,0,0,1,0.03,0.06,0,ataque
SF,37,37,0,0,0.5,1,0,normal
SF,10,223,0,0,1,0,0.27,normal
SF,211,43129,1,0,1,0,0.05,normal
RSTR,1,0,0,0,1,0,0,ataque
REJ,0,0,0,0,0.02,0.07,0,ataque
SF,301,3371,1,0,1,0,0.04,normal
S0,0,0,0,1,0.06,0.06,0,ataque
S0,0,0,0,1,0.07,0.05,0,ataque
S0,0,0,0,1,0,0.07,0,ataque
SF,42,42,0,0,1,0,0,normal
SF,587,337,1,0,1,0,0.01,normal
SF,45,76,0,0,1,0,0,normal
S0,0,0,0,1,0.03,0.06,0,ataque
S0,0,0,0,1,0.07,0.06,0,ataque
S0,0,0,0,1,0.07,0.06,0,ataque
SF,8,0,0,0,1,0,0.5,ataque
SF,45,138,0,0,1,0,0,normal
SF,316,171,1,0,1,0,0.13,normal
RSTO,0,0,0,0,0.07,0.06,0,ataque
RSTR,0,0,0,0,0.5,1,0,ataque
SF,1502,332,1,0,1,0,0.01,normal
S0,0,0,0,1,0.09,0.05,0,ataque
SF,205,26456,1,0,1,0,0.04,normal
SF,1032,0,0,0,1,0,0,ataque
SF,320,6660,1,0,1,0,0.01,normal
SF,235,142,1,0,1,0,0.03,normal
SF,1,0,0,0,0.3,0.13,0,ataque
SF,876,330,1,0,1,0,0,normal
S0,0,0,0,1,0.02,0.06,0,ataque
SF,45,45,0,0,1,0,0,normal
SF,232,3222,1,0,1,0,0,normal
S0,0,0,0,1,0.05,0.07,0,ataque
SF,260,7333,1,0,1,0,0,normal
SF,183,0,0,0,0.5,1,0,normal
S0,0,0,0,1,0.02,0.07,0,ataque
RSTR,1,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.07,0.07,0,ataque
SF,44,143,0,0,1,0,0,normal
S0,0,0,0,1,0.17,0.05,0,ataque
SF,146,105,0,0,1,0,0,normal
S0,0,0,0,1,0.05,0.06,0,ataque
SF,45,110,0,0,1,0,0,normal
S0,0,0,0,1,0.06,0.06,0,ataque
S0,0,0,0,0.5,0,0.07,0,ataque
REJ,0,0,0,0,0,0.5,0,ataque
SF,30,0,0,0,0.2,0.6,0,normal
SF,2532,486,1,0,0.01,0.06,0,normal
SF,18,0,0,0,1,0,1,ataque
SF,214,4749,1,0,1,0,0.02,normal
SF,35195,0,1,0,1,0,0.03,normal
SF,146,0,0,0,0.33,1,0,normal
RSTR,1,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.06,0.06,0,ataque
S0,0,0,0,1,0.2,0.06,0,ataque
SF,1567,3095,1,0,1,0,0,ataque
SF,2194619,0,1,0,1,0,0.03,normal
SF,239,392,1,0,1,0,0,normal
S0,0,0,0,1,0.52,0.08,0.05,ataque
SF,8,0,0,0,1,0,0.51,ataque
SF,42,134,0,0,1,0,0,normal
SF,249,269,1,0,1,0,0,normal
SF,146,105,0,0,1,0,0,normal
RSTO,0,0,0,0,0.11,0.06,0,ataque
SF,5150,0,1,0,1,0,0.03,normal
SF,30,0,0,0,1,0,0,normal
S0,0,0,0,1,0.03,0.06,0,ataque
S0,0,0,0,1,0.03,0.08,0,ataque
SF,1,0,0,0,0.1,0.15,0,ataque
SF,78,0,0,0,0.14,0.05,0,normal
S0,0,0,0,1,0.01,0.06,0,ataque
SF,316,661,1,0,1,0,0.03,normal
S0,0,0,0,1,0.12,0.06,0,ataque
SF,259,0,1,0,1,0,0.03,normal
RSTR,1,0,0,0,1,0,0,ataque
SF,233,33730,1,0,1,0,0,normal
S0,0,0,0,1,0.03,0.06,0,ataque
SF,294,749,1,0,1,0,0.04,normal
SF,244,1408,1,0,1,0,0.02,normal
SF,28,0,0,0,1,0,0,ataque
SF,302,754,1,0,1,0,0.04,normal
SF,30,0,0,0,0.5,1,0.5,normal
SF,28,0,0,0,0.49,0.04,0,ataque
SF,8173,0,1,0,1,0,0.02,normal
SF,333,2408,1,0,1,0,0,normal
SF,243,775,1,0,1,0,0,normal
SF,276,10697,1,0,1,0,0.11,normal
SF,960,0,1,0,1,0,0.06,normal
SF,253,9960,1,0,1,0,0.02,normal
SF,8325,0,0,0,0.06,0.71,0,normal
SF,48,48,0,0,1,0,0,normal
S0,0,0,0,1,0.01,0.07,0,ataque
RSTR,1,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.06,0.06,0,ataque
SF,303,6009,1,0,1,0,0.02,normal
SF,183,4486,1,0,1,0,0,normal
S0,0,0,0,1,0.01,0.05,0,ataque
SF,325,2575,1,0,1,0,0.06,normal
SF,282,2317,1,0,1,0,0.02,normal
S0,0,0,0,1,0.33,0.06,0,ataque
REJ,0,0,0,0,1,0,0,ataque
SF,165,1367,1,0,1,0,0.04,normal
SF,105,146,0,0,0.2,0.4,0,normal
REJ,0,0,0,0,0.1,0.06,0,ataque
S0,0,0,0,1,0.02,0.06,0,ataque
S0,0,0,0,1,0.01,0.07,0,ataque
SF,1405,325,1,0,1,0,0.02,normal
REJ,0,0,0,0,0,1,0,ataque
SF,0,0,0,0,1,0,1,ataque
SF,246,1832,1,0,1,0,0.01,normal
SF,6601,0,1,0,0.05,0.26,0,normal
SF,37,0,1,0,1,0,0.02,normal
REJ,0,0,0,0,0.05,0.06,0,ataque
SF,8,0,0,0,1,0,0.5,ataque
REJ,0,0,0,0,0.01,0.07,0,ataque
SF,253,392,1,0,1,0,0.01,normal
SF,341,466,1,0,1,0,0,normal
SF,1032,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.05,0.06,0,ataque
SF,320,909,1,0,1,0,0.04,normal
SF,217,633,1,0,1,0,0.07,normal
S0,0,0,0,1,0.06,0.06,0,ataque
SF,215,0,0,0,1,0,0,ataque
SF,8,0,0,0,1,0,0.51,ataque
SF,1013,335,1,0,1,0,0.02,normal
SF,223,1187,1,0,1,0,0,normal
SF,226,498,1,0,1,0,0,normal
S0,0,0,0,1,0.03,0.06,0,ataque
REJ,0,0,0,0,1,0,0.28,normal
SF,28,0,0,0,0.99,0.03,0,ataque
REJ,0,0,0,0,0.01,1,0,ataque
SF,1032,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.32,0.05,0,ataque
SF,1138,335,1,0,1,0,0.02,normal
SF,1214,0,0,0,1,0,0.06,normal
SF,306,5470,1,0,1,0,0.02,normal
S0,0,0,0,1,0.02,0.06,0,ataque
SF,8,207,0,0,1,0,1,normal
SF,329,1866,1,0,1,0,0,normal
REJ,0,0,0,0,0.12,0.06,0,ataque
SF,43,123,0,0,1,0,0,normal
S0,0,0,0,1,0.02,0.06,0,ataque
REJ,0,0,0,0,0.05,0.05,0,ataque
SF,253,6596,1,0,1,0,0.05,normal
SF,245,2229,1,0.18,1,0,0.03,normal
S0,0,0,0,0.33,1,0,0.03,normal
S0,0,0,0,1,0.01,0.06,0,ataque
SF,8,0,0,0,1,0,0.52,ataque
S0,0,0,0,1,0.08,0.06,0,ataque
SF,102,1025,1,0,1,0,0,normal
S0,0,0,0,1,0.06,0.06,0,ataque
S0,0,0,0,1,0.01,0.06,0,ataque
SF,8,0,0,0,1,0,0.51,ataque
SF,248,21006,1,0,1,0,0,normal
SF,8,0,0,0,1,0,0.57,ataque
SF,201,1268,1,0,1,0,0.02,normal
SF,223,5775,1,0,1,0,0.03,normal
SF,230,2259,1,0,1,0,0.02,normal
SF,214,944,1,0,1,0,0.05,normal
REJ,0,0,0,0,0.03,0.07,0,ataque
SF,45,111,0,0,1,0,0,normal
SF,216,2424,1,0,1,0,0,normal
SF,74,0,0,0,1,0,0,normal
S0,0,0,0,1,0.01,0.07,0,ataque
S0,0,0,0,1,0.09,0.08,0,ataque
RSTR,1,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.14,0.06,0,ataque
S0,0,0,0,1,0,1,0,ataque
S0,0,0,0,1,0.04,0.06,0,ataque
S0,0,0,0,1,0.47,0.2,0,ataque
SF,361,6792,1,0,1,0,0.01,normal
S0,0,0,0,1,0.02,0.07,0,ataque
S0,0,0,0,1,0.02,0.06,0,ataque
SF,216,4591,1,0,1,0,0.04,normal
SF,230,27305,1,0,1,0,0.02,normal
SF,105,143,0,0,1,0,0,normal
SF,215,3030,1,0,1,0,0.04,normal
SF,235,1836,1,0,1,0,0.03,normal
REJ,0,0,0,0,0.09,0.08,0,ataque
SF,8,0,0,0,1,0,0.25,ataque
SF,1556,0,0,0,1,0,0,normal
RSTR,1,0,0,0,1,0,0,ataque
SF,44,129,0,0,1,0,0,normal
SF,300,3485,1,0,1,0,0.05,normal
SF,45,135,0,0,1,0,0,normal
S0,0,0,0,1,0.11,0.07,0,ataque
SF,567,0,1,0,1,0,0.04,normal
SF,221,813,1,0,1,0,0,normal
SF,321,2486,1,0,1,0,0,normal
SF,331,5283,1,0,1,0,0.03,normal
REJ,0,0,0,0,0.04,0.06,0,ataque
S0,0,0,0,1,0.24,0.17,0,ataque
RSTR,1,0,0,0,1,0,0,ataque
SF,313,174,1,0,1,0,0.06,normal
S0,0,0,0,1,0.07,0.06,0,ataque
S0,0,0,0,1,0.17,0.06,0,ataque
SF,18,0,0,0,1,0,0.25,ataque
SF,217,4591,1,0,1,0,0.05,normal
SF,43,125,0,0,1,0,0,normal
SF,821,333,1,0,1,0,0,normal
SF,330,3370,1,0,1,0,0.03,normal
SF,57,189,0,0,0.5,1,0,normal
S0,0,0,0,1,0.38,0.09,0,ataque
S0,0,0,0,1,0.1,0.06,0,ataque
S0,0,0,0,1,0.03,0.06,0,ataque
SF,289,490,1,0,1,0,0.04,normal
S0,0,0,0,1,0.08,0.06,0,ataque
SF,30,0,0,0,1,0,0,normal
S0,0,0,0,1,0.05,0.07,0,ataque
SF,59,0,1,0,1,0,0,normal
SF,607,0,1,0,1,0,0.05,normal
S0,0,0,0,1,0.18,0.06,0,ataque
SF,45,74,0,0,1,0,0,normal
SF,229,795,1,0.08,1,0,0,normal
SF,8,0,0,0,1,0,0.5,ataque
SF,296,835,1,0,1,0,0.05,normal
S0,0,0,0,1,0,0.07,0,ataque
SF,520,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.12,0.06,0,ataque
S0,0,0,0,1,0.05,0.06,0,ataque
S0,0,0,0,1,0.13,0.07,0,ataque
REJ,0,0,0,0,0.05,0.07,0,ataque
REJ,0,0,0,0,0.14,0.06,0,ataque
SF,1205,2447,1,0,1,0,0,ataque
S0,0,0,0,1,0.33,0.12,0,ataque
S0,0,0,0,1,0.09,0.05,0,ataque
S0,0,0,0,1,0.04,0.08,0,ataque
SF,1032,0,0,0,1,0,0,ataque
S0,0,0,0,1,0.07,0.05,0,ataque
SF,146,0,0,0,0.5,1,0,normal
SF,669,327,1,0,1,0,0,normal
REJ,0,0,0,0,0,1,0,ataque
REJ,0,0,0,0,1,0,0.17,normal
SF,317,609,1,0,1,0,0.01,normal
S0,0,0,0,1,0.12,0.05,0,ataque
S0,0,0,0,1,0.04,0.07,0,ataque
S0,0,0,0,1,0.07,0.07,0,ataque
REJ,0,0,0,0,1,0,0.18,normal
S0,0,0,0,1,0.08,0.07,0,ataque
SF,213,157465,1,0,1,0,0.05,normal
SF,334,0,1,0,1,0,0.42,ataque
SF,141,1254,0,0,1,0,0.67,normal
RSTO,0,0,0,0,0.01,0.07,0,ataque
SF,186,409,1,0,1,0,0.04,normal
S0,0,0,0,1,0.23,0.15,0,ataque
S0,0,0,0,1,0.05,0.06,0,ataque
SF,245,2317,1,0,1,0,0.03,normal
S0,0,0,0,1,0.06,0.06,0,ataque
SF,1248,332,1,0,1,0,0,normal
SF,516,4,0,0,1,0,0,normal
SF,33,0,0,0,1,0,0.06,normal
S0,0,0,0,1,0,0.07,0,ataque
SF,1243,2451,1,0,1,0,0,ataque
SF,331,1294,1,0,1,0,0,normal
SF,42,42,0,0,1,0,0,normal
SF,26,0,0,0,1,0,0,normal
SF,706,280,1,0,1,0,0.01,normal
SF,105,146,0,0,0.33,0.33,0,normal
SF,1232,2451,1,0,1,0,0,ataque
SF,251,2325,1,0,1,0,0.02,normal
SF,232,1035,1,0,1,0,0,normal
S0,0,0,0,1,0.06,0.07,0,ataque
RSTO,0,0,0,0,0,0.06,0,ataque
SF,45,134,0,0,1,0,0,normal
SF,1,0,0,0,0.04,0.11,0,ataque
SF,43,131,0,0,1,0,0,normal
REJ,0,0,0,0,1,0,0.11,normal
S0,0,0,0,1,0.01,0.06,0,ataque
SF,326,2330,1,0,1,0,0,normal
SF,249,316,1,0,1,0,0.04,normal
S0,0,0,0,1,0.08,0.07,0,ataque
S0,0,0,0,1,0.01,0.06,0,ataque
SF,8,0,0,0,1,0,0.54,ataque
SF,870,328,1,0,1,0,0,normal
SF,321,181,1,0,1,0,0.04,normal
SF,236,1565,1,0,1,0,0,normal
S0,0,0,0,1,0.21,0.09,0,ataque
SF,146,105,0,0,1,0,0,normal
S0,0,0,0,1,0.07,0.05,0,ataque
SF,215,921,1,0,1,0,0,normal
S0,0,0,0,1,0.08,0.05,0,ataque
SF,45,111,0,0,1,0,0,normal
S0,0,0,0,1,0.02,0.07,0,ataque
SF,266,2319,1,0,1,0,0.02,normal
SF,230,640,1,0,1,0,0.02,normal
SF,802,327,1,0,0,0,0,normal
SF,301,2698,1,0,1,0,0,normal
SF,290,269,1,0,1,0,0.05,normal
SF,299,1075,1,0,1,0,0,normal
SF,48,48,0,0,1,0,0,normal
RSTO,0,0,0,0,0.03,0.07,0,ataque
S0,0,0,0,1,0,0.06,0,ataque
SF,338,1856,1,0,1,0,0.05,normal
SF,322,369,1,0,1,0,0,normal
SF,8,0,0,0,1,0,0.25,ataque
SF,950,334,1,0,1,0,0.01,normal
S0,0,0,0,1,0.11,0.05,0,ataque
REJ,0,0,0,0,0.03,0.07,0,ataque
S0,0,0,0,1,0.12,0.05,0,ataque
SF,243,7333,1,0,1,0,0,normal
SF,352,13335,1,0,1,0,0.04,normal
SF,45,130,0,0,1,0,0,normal
REJ,0,0,0,0,0.32,0.05,0,ataque
SF,1117,330,1,0,1,0,0,normal
S0,0,0,0,1,0.09,0.05,0,ataque
SF,44,70,0,0,0.99,0.01,0,normal
SF,1553,334,1,0,1,0,0.01,normal
S0,0,0,0,1,0.29,0.29,0,ataque
SF,146,105,0,0,1,0,0,normal
SF,221,766,1,0,1,0,0,normal
S0,0,0,0,1,0.06,0.06,0,ataque
SF,54540,8314,1,0,1,0,0,ataque
REJ,0,0,0,0,0.02,0.07,0,ataque
S0,0,0,0,1,0.06,0.07,0,ataque
S0,0,0,0,1,0.09,0.07,0,ataque
REJ,0,0,0,0,1,0,0.11,normal
SF,45,45,0,0,1,0,0,normal
